clusterName,clusterSize,f_score,recall,PPV,TN,FP,FN,TP,marker_count,markers,onTarget
312 CBX MLI Cdh22 Gaba,50,0.5508474576271186,0.26,0.7647058823529411,249658,4,37,13,2,"['Gm45459', 'Afap1l2']",0.5749132633209229
313 CBX Purkinje Gaba,164,0.99375,0.9695121951219512,1.0,249548,0,5,159,2,"['Pcp2', 'Arhgef33']",0.7564737796783447
314 CB Granule Glut,250,0.849462365591398,0.632,0.9294117647058824,249450,12,92,158,2,"['Gabra6', 'Cbln3']",1.0
315 DCO UBC Glut,200,0.8749999999999999,0.63,0.9692307692307692,249508,4,74,126,2,"['Sln', 'Fat2']",0.4985689520835876
316 Bergmann NN,50,0.8908045977011495,0.62,1.0,249662,0,19,31,2,"['Gdf10', 'Dao']",0.7400333881378174
317 Astro-CB NN,50,0.6849315068493151,0.4,0.8333333333333334,249658,4,30,20,3,"['Hsd11b1', 'Cyp26b1', 'Mlc1']",0.1981207877397537
318 Astro-NT NN,468,0.6994047619047619,0.5021367521367521,0.7755775577557755,249176,68,233,235,3,"['Agt', 'Aldh1a1', 'Mlc1']",0.2189251780509948
319 Astro-TE NN,610,0.5809334657398212,0.3836065573770492,0.6666666666666666,248985,117,376,234,3,"['Mfge8', 'Htra1', 'Fam107a']",0.0850466415286064
320 Astro-OLF NN,300,0.6818181818181819,0.36,0.8780487804878049,249397,15,192,108,2,"['Islr', 'Gldc']",0.2509412467479706
321 Astroependymal NN,300,0.5646929824561404,0.3433333333333333,0.673202614379085,249362,50,197,103,3,"['Slc7a11', 'Sned1', 'Mlc1']",0.1179135888814926
322 Tanycyte NN,365,0.7775683317624881,0.4520547945205479,0.9482758620689656,249338,9,200,165,2,"['Gpr50', 'S100a6']",0.3703001737594604
323 Ependymal NN,562,0.9769463340891912,0.9199288256227758,0.9923224568138196,249146,4,45,517,2,"['Ccdc153', 'Tmem212']",0.6300841569900513
324 Hypendymal NN,50,0.8980582524271844,0.74,0.9487179487179488,249660,2,13,37,2,"['Spp2', 'Mlc1']",0.5517004132270813
325 CHOR NN,100,0.9857723577235772,0.97,0.9897959183673468,249611,1,3,97,1,['2900040C04Rik'],1.0
326 OPC NN,300,0.9503154574132492,0.8033333333333333,0.9958677685950412,249411,1,59,241,2,"['Gpr17', 'Pdgfra']",0.4653082489967346
327 Oligo NN,815,0.923527597903176,0.7349693251533742,0.9868204283360792,248889,8,216,599,2,"['Fa2h', 'Cldn11']",0.5732693672180176
328 OEC NN,200,0.9126984126984128,0.69,0.9928057553956836,249511,1,62,138,2,"['Frzb', 'Apod']",0.4295815825462341
329 ABC NN,150,0.9365079365079364,0.7866666666666666,0.9833333333333332,249560,2,32,118,1,['Prg4'],1.0
330 VLMC NN,400,0.8556547619047619,0.575,0.9745762711864406,249306,6,170,230,2,"['Slc6a13', 'Foxc1']",0.6082026958465576
331 Peri NN,100,0.8235294117647058,0.56,0.9333333333333332,249608,4,44,56,2,"['Abcc9', 'Higd1b']",0.7892104387283325
332 SMC NN,150,0.9485530546623794,0.7866666666666666,1.0,249562,0,32,118,2,"['Myh11', 'Acta2']",1.0
333 Endo NN,150,0.9818941504178272,0.94,0.9929577464788732,249561,1,9,141,2,"['Ly6c1', 'Flt1']",0.8645975589752197
334 Microglia NN,50,0.9684684684684686,0.86,1.0,249662,0,7,43,2,"['Tmem119', 'Cx3cr1']",0.5766979455947876
335 BAM NN,100,0.9829059829059832,0.92,1.0,249612,0,8,92,2,"['F13a1', 'Pf4']",1.0
336 Monocytes NN,33,0.9090909090909092,0.6666666666666666,1.0,249679,0,11,22,1,['S100a8'],1.0
337 DC NN,130,0.9726688102893892,0.9307692307692308,0.983739837398374,249580,2,9,121,2,"['H2-Aa', 'Cd74']",1.0
338 Lymphoid NN,173,0.901386748844376,0.6763005780346821,0.9831932773109244,249537,2,56,117,1,['Gimap3'],1.0
