cell_set_accession	cell_label	Add_to_CL
CS20230722_CLUS_4060	4060 PB Evx2 Glut_5	
CS20230722_CLUS_4061	4061 PB Evx2 Glut_5	
CS20230722_CLUS_4062	4062 PB Evx2 Glut_5	
CS20230722_CLUS_4063	4063 PB Evx2 Glut_6	
CS20230722_CLUS_4064	4064 PB Evx2 Glut_6	
CS20230722_CLUS_4065	4065 PB Evx2 Glut_6	
CS20230722_CLUS_4066	4066 PB Evx2 Glut_6	
CS20230722_CLUS_4067	4067 PB Evx2 Glut_6	
CS20230722_CLUS_4068	4068 PB Evx2 Glut_6	
CS20230722_CLUS_4069	4069 PB Evx2 Glut_6	
CS20230722_CLUS_4070	4070 PB Evx2 Glut_6	
CS20230722_CLUS_4071	4071 PB Evx2 Glut_6	
CS20230722_CLUS_4072	4072 PB Evx2 Glut_7	
CS20230722_CLUS_4073	4073 PB Evx2 Glut_7	
CS20230722_CLUS_4074	4074 PB Evx2 Glut_7	
CS20230722_CLUS_4075	4075 PB Evx2 Glut_7	
CS20230722_CLUS_4076	4076 PB Evx2 Glut_8	
CS20230722_CLUS_4077	4077 PB Evx2 Glut_8	
CS20230722_CLUS_4078	4078 PB Evx2 Glut_8	
CS20230722_CLUS_4079	4079 PB Evx2 Glut_8	
CS20230722_CLUS_4080	4080 PB Evx2 Glut_8	
CS20230722_CLUS_4081	4081 PB Evx2 Glut_8	
CS20230722_CLUS_4082	4082 PB Evx2 Glut_8	
CS20230722_CLUS_4083	4083 PB Evx2 Glut_9	
CS20230722_CLUS_4084	4084 PB Evx2 Glut_9	
CS20230722_CLUS_4085	4085 PB Evx2 Glut_9	
CS20230722_CLUS_4086	4086 PB Evx2 Glut_9	
CS20230722_CLUS_4087	4087 PB Evx2 Glut_9	
CS20230722_CLUS_4088	4088 PB Evx2 Glut_9	
CS20230722_CLUS_4089	4089 PB Evx2 Glut_9	
CS20230722_CLUS_4090	4090 PB Evx2 Glut_9	
CS20230722_CLUS_4091	4091 PB Evx2 Glut_9	
CS20230722_CLUS_4092	4092 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4093	4093 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4094	4094 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4095	4095 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4096	4096 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4097	4097 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4098	4098 B-PB Nr4a2 Glut_1	
CS20230722_CLUS_4099	4099 B-PB Nr4a2 Glut_2	
CS20230722_CLUS_4100	4100 PCG-PRNr Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4101	4101 PCG-PRNr Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4102	4102 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4103	4103 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4104	4104 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4105	4105 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4106	4106 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4107	4107 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4108	4108 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4109	4109 PCG-PRNr Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4110	4110 PCG-PRNr Vsx2 Nkx6-1 Glut_3	
CS20230722_CLUS_4111	4111 PCG-PRNr Vsx2 Nkx6-1 Glut_3	
CS20230722_CLUS_4112	4112 PCG-PRNr Vsx2 Nkx6-1 Glut_3	
CS20230722_CLUS_4113	4113 PCG-PRNr Vsx2 Nkx6-1 Glut_3	
CS20230722_CLUS_4114	4114 PCG-PRNr Vsx2 Nkx6-1 Glut_3	
CS20230722_CLUS_4115	4115 PCG-PRNr Vsx2 Nkx6-1 Glut_3	
CS20230722_CLUS_4116	4116 PCG-PRNr Vsx2 Nkx6-1 Glut_4	
CS20230722_CLUS_4117	4117 PCG-PRNr Vsx2 Nkx6-1 Glut_5	
CS20230722_CLUS_4118	4118 PCG-PRNr Vsx2 Nkx6-1 Glut_5	
CS20230722_CLUS_4119	4119 PCG-PRNr Vsx2 Nkx6-1 Glut_5	
CS20230722_CLUS_4120	4120 PCG-PRNr Vsx2 Nkx6-1 Glut_5	
CS20230722_CLUS_4121	4121 PCG-PRNr Vsx2 Nkx6-1 Glut_6	
CS20230722_CLUS_4122	4122 PCG-PRNr Vsx2 Nkx6-1 Glut_6	
CS20230722_CLUS_4123	4123 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	
CS20230722_CLUS_4124	4124 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	
CS20230722_CLUS_4125	4125 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	
CS20230722_CLUS_4126	4126 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	
CS20230722_CLUS_4127	4127 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	
CS20230722_CLUS_4128	4128 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	
CS20230722_CLUS_4129	4129 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	
CS20230722_CLUS_4130	4130 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	
CS20230722_CLUS_4131	4131 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	
CS20230722_CLUS_4132	4132 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3	
CS20230722_CLUS_4133	4133 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3	
CS20230722_CLUS_4134	4134 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4	
CS20230722_CLUS_4135	4135 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4	
CS20230722_CLUS_4136	4136 PRNc-PARN Tlx1 Glut_1	
CS20230722_CLUS_4137	4137 PRNc-PARN Tlx1 Glut_1	
CS20230722_CLUS_4138	4138 PRNc-PARN Tlx1 Glut_1	
CS20230722_CLUS_4139	4139 PRNc-PARN Tlx1 Glut_1	
CS20230722_CLUS_4140	4140 PRNc-PARN Tlx1 Glut_2	
CS20230722_CLUS_4141	4141 PRNc-PARN Tlx1 Glut_2	
CS20230722_CLUS_4142	4142 PRNc-PARN Tlx1 Glut_3	
CS20230722_CLUS_4143	4143 PRNc-PARN Tlx1 Glut_3	
CS20230722_CLUS_4144	4144 PB-PSV Phox2b Glut_1	
CS20230722_CLUS_4145	4145 PB-PSV Phox2b Glut_1	
CS20230722_CLUS_4146	4146 PB-PSV Phox2b Glut_1	
CS20230722_CLUS_4147	4147 PSV Pvalb Lhx2 Glut_1	
CS20230722_CLUS_4148	4148 PSV Pvalb Lhx2 Glut_1	
CS20230722_CLUS_4149	4149 PSV Pvalb Lhx2 Glut_1	
CS20230722_CLUS_4150	4150 PSV Pvalb Lhx2 Glut_2	
CS20230722_CLUS_4151	4151 PSV Pvalb Lhx2 Glut_2	
CS20230722_CLUS_4152	4152 PSV Pvalb Lhx2 Glut_3	
CS20230722_CLUS_4153	4153 PSV Pvalb Lhx2 Glut_4	
CS20230722_CLUS_4154	4154 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4155	4155 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4156	4156 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4157	4157 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4158	4158 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4159	4159 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4160	4160 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4161	4161 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4162	4162 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	
CS20230722_CLUS_4163	4163 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4164	4164 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4165	4165 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4166	4166 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4167	4167 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4168	4168 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4169	4169 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4170	4170 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	
CS20230722_CLUS_4171	4171 PRNr Otp Nfib Glut_1	
CS20230722_CLUS_4172	4172 PRNr Otp Nfib Glut_1	
CS20230722_CLUS_4173	4173 PRNr Otp Nfib Glut_1	
CS20230722_CLUS_4174	4174 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4175	4175 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4176	4176 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4177	4177 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4178	4178 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4179	4179 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4180	4180 IPN-LDT Vsx2 Nkx6-1 Glut_1	
CS20230722_CLUS_4181	4181 IPN-LDT Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4182	4182 IPN-LDT Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4183	4183 IPN-LDT Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4184	4184 IPN-LDT Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4185	4185 IPN-LDT Vsx2 Nkx6-1 Glut_2	
CS20230722_CLUS_4186	4186 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4187	4187 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4188	4188 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4189	4189 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4190	4190 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4191	4191 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4192	4192 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4193	4193 LDT Vsx2 Nkx6-1 Nfib Glut_1	
CS20230722_CLUS_4194	4194 LDT Vsx2 Nkx6-1 Nfib Glut_2	
CS20230722_CLUS_4195	4195 NLL-SOC Spp1 Glut_1	
CS20230722_CLUS_4196	4196 NLL-SOC Spp1 Glut_2	
CS20230722_CLUS_4197	4197 MEV Ppp1r1c Glut_1	
CS20230722_CLUS_4198	4198 PG-TRN-LRN Fat2 Glut_1	
CS20230722_CLUS_4199	4199 PG-TRN-LRN Fat2 Glut_1	
CS20230722_CLUS_4200	4200 PG-TRN-LRN Fat2 Glut_1	
CS20230722_CLUS_4201	4201 IRN Vip Glut_1	
CS20230722_CLUS_4202	4202 IRN Vip Glut_1	
CS20230722_CLUS_4203	4203 IRN Vip Glut_1	
CS20230722_CLUS_4204	4204 IRN Vip Glut_1	
CS20230722_CLUS_4205	4205 PRP-NI-PRNc-GRN Otp Glut_1	
CS20230722_CLUS_4206	4206 PRP-NI-PRNc-GRN Otp Glut_1	
CS20230722_CLUS_4207	4207 PRP-NI-PRNc-GRN Otp Glut_2	
CS20230722_CLUS_4208	4208 PRP-NI-PRNc-GRN Otp Glut_2	
CS20230722_CLUS_4209	4209 PRP-NI-PRNc-GRN Otp Glut_2	
CS20230722_CLUS_4210	4210 PRP-NI-PRNc-GRN Otp Glut_2	
CS20230722_CLUS_4211	4211 PRP-NI-PRNc-GRN Otp Glut_2	
CS20230722_CLUS_4212	4212 PRP-NI-PRNc-GRN Otp Glut_2	
CS20230722_CLUS_4213	4213 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4214	4214 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4215	4215 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4216	4216 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4217	4217 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4218	4218 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4219	4219 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4220	4220 PRP-NI-PRNc-GRN Otp Glut_3	
CS20230722_CLUS_4221	4221 PRP-NI-PRNc-GRN Otp Glut_4	
CS20230722_CLUS_4222	4222 PRP-NI-PRNc-GRN Otp Glut_4	
CS20230722_CLUS_4223	4223 PRP-NI-PRNc-GRN Otp Glut_4	
CS20230722_CLUS_4224	4224 PRP-NI-PRNc-GRN Otp Glut_4	
CS20230722_CLUS_4225	4225 NTS Phox2b Glut_1	
CS20230722_CLUS_4226	4226 NTS Phox2b Glut_1	
CS20230722_CLUS_4227	4227 NTS Phox2b Glut_1	
CS20230722_CLUS_4228	4228 NTS Phox2b Glut_1	
CS20230722_CLUS_4229	4229 NTS Phox2b Glut_1	
CS20230722_CLUS_4230	4230 NTS Phox2b Glut_1	
CS20230722_CLUS_4231	4231 NTS Phox2b Glut_1	
CS20230722_CLUS_4232	4232 NTS Phox2b Glut_1	
CS20230722_CLUS_4233	4233 NTS Phox2b Glut_1	
CS20230722_CLUS_4234	4234 NTS Phox2b Glut_1	
CS20230722_CLUS_4235	4235 NTS Phox2b Glut_1	
CS20230722_CLUS_4236	4236 NTS Phox2b Glut_1	
CS20230722_CLUS_4237	4237 NTS Phox2b Glut_2	
CS20230722_CLUS_4238	4238 NTS Phox2b Glut_2	
CS20230722_CLUS_4239	4239 NTS Phox2b Glut_2	
CS20230722_CLUS_4240	4240 NTS Phox2b Glut_2	
CS20230722_CLUS_4241	4241 NTS Phox2b Glut_2	
CS20230722_CLUS_4242	4242 NTS Phox2b Glut_2	
CS20230722_CLUS_4243	4243 NTS Phox2b Glut_2	
CS20230722_CLUS_4244	4244 NTS Phox2b Glut_2	
CS20230722_CLUS_4245	4245 NTS Phox2b Glut_3	
CS20230722_CLUS_4246	4246 NTS Phox2b Glut_3	
CS20230722_CLUS_4247	4247 NTS Phox2b Glut_3	
CS20230722_CLUS_4248	4248 NTS Phox2b Glut_3	
CS20230722_CLUS_4249	4249 NTS Phox2b Glut_3	
CS20230722_CLUS_4250	4250 NTS Phox2b Glut_3	
CS20230722_CLUS_4251	4251 NTS Phox2b Glut_3	
CS20230722_CLUS_4252	4252 NTS Phox2b Glut_3	
CS20230722_CLUS_4253	4253 NTS Phox2b Glut_3	
CS20230722_CLUS_4254	4254 NTS Phox2b Glut_3	
CS20230722_CLUS_4255	4255 NTS Phox2b Glut_3	
CS20230722_CLUS_4256	4256 NTS Phox2b Glut_4	
CS20230722_CLUS_4257	4257 NTS Phox2b Glut_4	
CS20230722_CLUS_4258	4258 NTS Phox2b Glut_4	
CS20230722_CLUS_4259	4259 NTS Phox2b Glut_4	
CS20230722_CLUS_4260	4260 NTS Phox2b Glut_4	
CS20230722_CLUS_4261	4261 NTS Phox2b Glut_4	
CS20230722_CLUS_4262	4262 NTS Phox2b Glut_4	
CS20230722_CLUS_4263	4263 NTS Phox2b Glut_4	
CS20230722_CLUS_4264	4264 NTS Phox2b Glut_4	
CS20230722_CLUS_4265	4265 NTS Phox2b Glut_4	
CS20230722_CLUS_4266	4266 NTS Phox2b Glut_5	
CS20230722_CLUS_4267	4267 NTS Phox2b Glut_5	
CS20230722_CLUS_4268	4268 NTS Phox2b Glut_5	
CS20230722_CLUS_4269	4269 NTS Phox2b Glut_5	
CS20230722_CLUS_4270	4270 NTS Phox2b Glut_5	
CS20230722_CLUS_4271	4271 NTS Phox2b Glut_5	
CS20230722_CLUS_4272	4272 NTS Phox2b Glut_5	
CS20230722_CLUS_4273	4273 NTS Phox2b Glut_5	
CS20230722_CLUS_4274	4274 NTS Phox2b Glut_5	
CS20230722_CLUS_4275	4275 NTS Phox2b Glut_5	
CS20230722_CLUS_4276	4276 NTS Phox2b Glut_5	
CS20230722_CLUS_4277	4277 NTS Phox2b Glut_5	
CS20230722_CLUS_4278	4278 NTS Phox2b Glut_6	
CS20230722_CLUS_4279	4279 NTS Phox2b Glut_6	
CS20230722_CLUS_4280	4280 NTS Phox2b Glut_6	
CS20230722_CLUS_4281	4281 NTS Phox2b Glut_6	
CS20230722_CLUS_4282	4282 NTS Phox2b Glut_6	
CS20230722_CLUS_4283	4283 NTS Phox2b Glut_6	
CS20230722_CLUS_4284	4284 NTS Phox2b Glut_7	
CS20230722_CLUS_4285	4285 NTS Phox2b Glut_7	
CS20230722_CLUS_4286	4286 NTS Phox2b Glut_7	
CS20230722_CLUS_4287	4287 NTS Phox2b Glut_7	
CS20230722_CLUS_4288	4288 NTS Phox2b Glut_7	
CS20230722_CLUS_4289	4289 NTS Phox2b Glut_7	
CS20230722_CLUS_4290	4290 NTS Phox2b Glut_8	
CS20230722_CLUS_4291	4291 NTS Phox2b Glut_8	
CS20230722_CLUS_4292	4292 NTS Phox2b Glut_8	
CS20230722_CLUS_4293	4293 NTS Phox2b Glut_8	
CS20230722_CLUS_4294	4294 NTS Phox2b Glut_8	
CS20230722_CLUS_4295	4295 NTS Phox2b Glut_8	
CS20230722_CLUS_4296	4296 NTS Phox2b Glut_9	
CS20230722_CLUS_4297	4297 NTS Phox2b Glut_9	
CS20230722_CLUS_4298	4298 NTS Phox2b Glut_9	
CS20230722_CLUS_4299	4299 NTS Phox2b Glut_9	
CS20230722_CLUS_4300	4300 NTS Phox2b Glut_9	
CS20230722_CLUS_4301	4301 NTS Phox2b Glut_9	
CS20230722_CLUS_4302	4302 NTS Phox2b Glut_10	
CS20230722_CLUS_4303	4303 NTS Phox2b Glut_10	
CS20230722_CLUS_4304	4304 NTS Phox2b Glut_10	
CS20230722_CLUS_4305	4305 NTS Phox2b Glut_10	
CS20230722_CLUS_4306	4306 NTS Phox2b Glut_10	
CS20230722_CLUS_4307	4307 NTS Phox2b Glut_10	
CS20230722_CLUS_4308	4308 MARN-GRN Pyy Glut_1	
CS20230722_CLUS_4309	4309 MDRNv Lhx4 Qrfprl Glut_1	
CS20230722_CLUS_4310	4310 NTS Mbnl3 Glut_1	
CS20230722_CLUS_4311	4311 PGRNd Dmbx1 Glut_1	
CS20230722_CLUS_4312	4312 PGRNd Dmbx1 Glut_1	
CS20230722_CLUS_4313	4313 PGRNd Dmbx1 Glut_1	
CS20230722_CLUS_4314	4314 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4315	4315 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4316	4316 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4317	4317 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4318	4318 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4319	4319 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4320	4320 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4321	4321 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4322	4322 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4323	4323 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4324	4324 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4325	4325 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4326	4326 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4327	4327 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4328	4328 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4329	4329 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4330	4330 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4331	4331 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4332	4332 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4333	4333 PGRN-PARN-MDRN Hoxb5 Glut_1	
CS20230722_CLUS_4334	4334 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4335	4335 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4336	4336 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4337	4337 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4338	4338 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4339	4339 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4340	4340 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4341	4341 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4342	4342 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4343	4343 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4344	4344 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4345	4345 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4346	4346 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4347	4347 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4348	4348 PGRN-PARN-MDRN Hoxb5 Glut_2	
CS20230722_CLUS_4349	4349 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4350	4350 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4351	4351 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4352	4352 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4353	4353 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4354	4354 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4355	4355 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4356	4356 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4357	4357 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4358	4358 PGRN-PARN-MDRN Hoxb5 Glut_3	
CS20230722_CLUS_4359	4359 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4360	4360 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4361	4361 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4362	4362 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4363	4363 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4364	4364 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4365	4365 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4366	4366 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4367	4367 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4368	4368 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4369	4369 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4370	4370 PGRN-PARN-MDRN Hoxb5 Glut_4	
CS20230722_CLUS_4371	4371 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4372	4372 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4373	4373 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4374	4374 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4375	4375 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4376	4376 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4377	4377 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4378	4378 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4379	4379 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4380	4380 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4381	4381 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4382	4382 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4383	4383 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4384	4384 PGRN-PARN-MDRN Hoxb5 Glut_5	
CS20230722_CLUS_4385	4385 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4386	4386 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4387	4387 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4388	4388 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4389	4389 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4390	4390 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4391	4391 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4392	4392 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4393	4393 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4394	4394 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4395	4395 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4396	4396 PGRN-PARN-MDRN Hoxb5 Glut_6	
CS20230722_CLUS_4397	4397 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4398	4398 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4399	4399 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4400	4400 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4401	4401 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4402	4402 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4403	4403 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4404	4404 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4405	4405 PGRN-PARN-MDRN Hoxb5 Glut_7	
CS20230722_CLUS_4406	4406 MV-SPIV Slc6a2 Glut_1	
CS20230722_CLUS_4407	4407 MV-SPIV Slc6a2 Glut_1	
CS20230722_CLUS_4408	4408 MV-SPIV Slc6a2 Glut_1	
CS20230722_CLUS_4409	4409 MV-SPIV Slc6a2 Glut_1	
CS20230722_CLUS_4410	4410 MV-SPIV Slc6a2 Glut_1	
CS20230722_CLUS_4411	4411 MV-SPIV Slc6a2 Glut_1	
CS20230722_CLUS_4412	4412 SPVI-SPVC Tlx3 Ebf3 Glut_1	
CS20230722_CLUS_4413	4413 SPVI-SPVC Tlx3 Ebf3 Glut_1	
